cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
sunken,yellow,yes,fishy,crowded,brown,tapering,meadows,7,poisonous
flat,white,no,fishy,crowded,brown,enlarging,urban,14,edible
conical,white,no,none,close,black,enlarging,paths,11,edible
flat,gray,yes,almond,distant,chocolate,tapering,meadows,1,poisonous
conical,white,no,none,crowded,brown,enlarging,meadows,8,edible
sunken,red,no,none,close,chocolate,tapering,grasses,9,poisonous
conical,yellow,yes,almond,close,gray,enlarging,grasses,9,edible
sunken,gray,no,fishy,close,brown,tapering,urban,15,poisonous
flat,gray,no,fishy,crowded,buff,enlarging,meadows,6,edible
flat,gray,no,fishy,distant,brown,tapering,grasses,14,poisonous
conical,gray,no,pungent,close,gray,enlarging,grasses,5,edible
conical,white,yes,pungent,crowded,gray,tapering,paths,6,edible
knobbed,brown,no,pungent,crowded,chocolate,enlarging,woods,12,poisonous
sunken,white,yes,almond,close,gray,tapering,meadows,15,poisonous
flat,white,yes,none,distant,black,enlarging,woods,9,edible
conical,red,yes,pungent,close,chocolate,tapering,paths,7,edible
bell,yellow,no,almond,distant,buff,enlarging,grasses,1,poisonous
bell,yellow,no,almond,crowded,gray,enlarging,woods,5,poisonous
flat,red,yes,foul,close,chocolate,enlarging,urban,1,poisonous
bell,red,no,foul,crowded,buff,tapering,meadows,9,poisonous
flat,white,yes,almond,crowded,chocolate,enlarging,paths,9,poisonous
conical,brown,yes,pungent,distant,buff,enlarging,woods,6,edible
knobbed,brown,no,pungent,crowded,brown,enlarging,woods,2,poisonous
bell,brown,no,fishy,close,chocolate,enlarging,meadows,4,poisonous
flat,red,yes,almond,crowded,brown,tapering,paths,15,poisonous
flat,yellow,no,almond,close,brown,tapering,urban,14,edible
knobbed,gray,yes,fishy,distant,black,tapering,meadows,3,poisonous
sunken,yellow,yes,fishy,close,black,tapering,paths,11,edible
conical,white,no,pungent,close,chocolate,enlarging,urban,7,edible
flat,gray,yes,fishy,distant,brown,enlarging,paths,9,poisonous
conical,yellow,yes,fishy,distant,brown,tapering,urban,15,poisonous
conical,gray,no,pungent,close,chocolate,tapering,urban,5,edible
sunken,brown,yes,pungent,distant,black,enlarging,urban,8,poisonous
conical,white,no,foul,crowded,black,tapering,grasses,1,poisonous
flat,yellow,yes,almond,close,chocolate,enlarging,urban,7,poisonous
bell,red,yes,pungent,distant,black,tapering,grasses,3,poisonous
sunken,white,yes,foul,crowded,brown,enlarging,grasses,11,poisonous
conical,white,no,fishy,distant,buff,tapering,urban,1,poisonous
flat,yellow,yes,fishy,distant,chocolate,tapering,paths,3,poisonous
knobbed,white,no,foul,close,gray,tapering,grasses,9,edible
knobbed,white,no,foul,close,buff,enlarging,woods,10,poisonous
knobbed,yellow,yes,none,crowded,buff,enlarging,meadows,12,edible
conical,red,yes,none,distant,gray,tapering,woods,9,poisonous
conical,brown,yes,pungent,distant,gray,enlarging,woods,7,poisonous
sunken,red,yes,none,crowded,chocolate,tapering,grasses,11,edible
conical,white,no,foul,crowded,black,tapering,grasses,1,edible
knobbed,red,no,fishy,distant,black,enlarging,urban,2,poisonous
sunken,yellow,yes,almond,crowded,brown,enlarging,meadows,15,poisonous
conical,white,no,pungent,crowded,chocolate,tapering,meadows,11,edible
knobbed,yellow,no,pungent,distant,chocolate,tapering,paths,7,edible
flat,white,no,pungent,distant,buff,tapering,urban,1,poisonous
knobbed,red,no,foul,crowded,black,tapering,woods,2,edible
conical,brown,no,fishy,crowded,chocolate,tapering,woods,14,poisonous
bell,yellow,yes,fishy,crowded,black,tapering,meadows,12,edible
bell,red,no,foul,distant,gray,tapering,grasses,13,poisonous
knobbed,brown,yes,foul,distant,black,tapering,meadows,3,edible
knobbed,white,yes,foul,close,buff,enlarging,grasses,12,edible
knobbed,yellow,yes,foul,crowded,chocolate,enlarging,woods,12,edible
sunken,yellow,no,pungent,crowded,black,enlarging,urban,10,poisonous
flat,gray,no,almond,distant,gray,tapering,paths,11,edible
flat,gray,no,pungent,crowded,black,tapering,meadows,7,poisonous
conical,gray,yes,pungent,crowded,black,enlarging,grasses,9,edible
bell,white,yes,fishy,close,brown,tapering,meadows,9,poisonous
sunken,red,yes,almond,distant,black,enlarging,paths,13,poisonous
bell,red,yes,almond,crowded,black,enlarging,meadows,8,poisonous
flat,red,yes,fishy,crowded,gray,enlarging,grasses,13,poisonous
flat,yellow,yes,almond,distant,gray,tapering,paths,7,edible
flat,gray,yes,almond,close,brown,tapering,paths,2,poisonous
sunken,brown,yes,none,distant,chocolate,enlarging,grasses,5,edible
bell,white,yes,almond,crowded,brown,tapering,meadows,10,poisonous
sunken,gray,yes,foul,close,buff,enlarging,woods,9,edible
bell,brown,yes,none,crowded,gray,enlarging,grasses,4,poisonous
sunken,red,yes,pungent,distant,brown,tapering,grasses,4,poisonous
sunken,gray,yes,foul,close,gray,tapering,meadows,5,poisonous
bell,red,no,fishy,crowded,buff,enlarging,meadows,13,edible
sunken,gray,no,none,distant,brown,enlarging,paths,12,edible
sunken,red,yes,foul,crowded,brown,tapering,grasses,14,edible
flat,gray,yes,almond,crowded,gray,tapering,woods,7,poisonous
bell,red,no,almond,close,black,enlarging,urban,14,poisonous
knobbed,gray,yes,pungent,crowded,chocolate,enlarging,woods,3,edible
conical,yellow,no,foul,crowded,black,enlarging,urban,10,poisonous
knobbed,red,no,almond,crowded,buff,tapering,grasses,4,poisonous
sunken,brown,no,pungent,distant,black,enlarging,grasses,15,edible
bell,gray,yes,none,crowded,brown,enlarging,grasses,8,poisonous
sunken,red,yes,fishy,distant,buff,enlarging,urban,1,edible
conical,brown,no,none,distant,chocolate,enlarging,woods,15,poisonous
flat,yellow,yes,none,crowded,brown,enlarging,paths,13,poisonous
conical,red,yes,pungent,close,brown,tapering,woods,15,poisonous
flat,brown,yes,fishy,distant,black,tapering,woods,4,poisonous
bell,red,yes,none,close,chocolate,enlarging,urban,11,poisonous
bell,brown,no,none,distant,brown,enlarging,grasses,10,poisonous
flat,gray,no,pungent,close,buff,enlarging,paths,11,edible
knobbed,red,yes,pungent,crowded,chocolate,tapering,woods,10,poisonous
knobbed,yellow,yes,almond,close,black,enlarging,meadows,13,edible
conical,gray,no,foul,distant,gray,tapering,meadows,14,poisonous
knobbed,yellow,yes,none,distant,black,enlarging,meadows,12,edible
conical,red,yes,pungent,crowded,brown,enlarging,urban,4,poisonous
knobbed,white,yes,none,close,buff,enlarging,urban,9,poisonous
knobbed,brown,no,almond,close,chocolate,enlarging,meadows,8,edible
flat,yellow,no,none,close,black,enlarging,woods,2,poisonous
sunken,red,no,almond,crowded,chocolate,enlarging,paths,10,poisonous
sunken,white,yes,none,close,chocolate,enlarging,grasses,15,edible
knobbed,white,no,almond,distant,black,tapering,grasses,1,edible
bell,white,yes,fishy,crowded,brown,enlarging,grasses,14,edible
flat,white,yes,pungent,distant,gray,tapering,woods,5,poisonous
conical,red,yes,almond,distant,brown,enlarging,urban,15,edible
bell,red,no,none,close,buff,tapering,urban,7,edible
flat,white,no,pungent,distant,black,enlarging,urban,3,poisonous
sunken,brown,no,pungent,distant,gray,tapering,paths,2,poisonous
conical,white,no,foul,close,black,tapering,meadows,2,poisonous
knobbed,white,no,pungent,distant,chocolate,enlarging,woods,5,edible
sunken,red,no,almond,distant,black,tapering,grasses,4,poisonous
sunken,gray,yes,pungent,crowded,black,enlarging,meadows,15,edible
conical,red,yes,almond,crowded,black,enlarging,meadows,10,poisonous
conical,white,no,fishy,close,brown,tapering,meadows,1,edible
knobbed,brown,yes,none,distant,gray,tapering,grasses,11,poisonous
knobbed,white,no,fishy,distant,black,tapering,grasses,13,poisonous
conical,white,yes,none,close,brown,tapering,meadows,15,poisonous
conical,gray,yes,foul,distant,chocolate,enlarging,urban,14,edible
conical,gray,yes,fishy,close,buff,enlarging,woods,4,edible
flat,brown,no,fishy,close,gray,enlarging,grasses,7,poisonous
sunken,yellow,no,none,close,buff,tapering,paths,13,poisonous
sunken,red,no,foul,close,buff,tapering,woods,1,poisonous
flat,gray,yes,none,crowded,gray,tapering,grasses,15,edible
knobbed,red,no,none,distant,brown,enlarging,grasses,14,poisonous
flat,yellow,no,fishy,crowded,brown,tapering,grasses,15,edible
flat,yellow,yes,pungent,distant,gray,enlarging,meadows,14,poisonous
conical,white,no,none,crowded,gray,enlarging,grasses,5,poisonous
bell,white,no,none,crowded,black,tapering,meadows,5,poisonous
knobbed,yellow,no,almond,close,gray,tapering,grasses,14,poisonous
flat,red,no,foul,close,buff,tapering,urban,3,edible
knobbed,white,no,foul,close,black,tapering,woods,11,edible
conical,white,no,none,distant,chocolate,enlarging,meadows,8,poisonous
conical,yellow,yes,fishy,crowded,chocolate,tapering,grasses,10,edible
knobbed,yellow,no,foul,distant,gray,tapering,meadows,11,edible
bell,yellow,yes,none,distant,black,enlarging,grasses,2,poisonous
conical,yellow,no,fishy,distant,buff,tapering,urban,3,edible
knobbed,brown,yes,foul,crowded,black,tapering,paths,10,edible
knobbed,red,yes,almond,distant,buff,tapering,woods,10,poisonous
bell,brown,yes,foul,distant,gray,enlarging,paths,11,edible
flat,gray,no,pungent,distant,chocolate,enlarging,paths,8,poisonous
bell,yellow,no,almond,distant,gray,enlarging,woods,13,poisonous
bell,yellow,yes,none,distant,gray,tapering,urban,2,edible
knobbed,white,yes,pungent,distant,gray,tapering,meadows,3,poisonous
conical,gray,no,fishy,distant,chocolate,tapering,woods,13,poisonous
knobbed,red,no,pungent,close,brown,enlarging,grasses,7,poisonous
sunken,white,no,foul,close,buff,tapering,grasses,10,edible
flat,white,yes,none,crowded,chocolate,enlarging,urban,12,poisonous
conical,yellow,yes,fishy,close,buff,enlarging,meadows,2,edible
bell,gray,no,none,crowded,buff,tapering,meadows,14,poisonous
bell,white,yes,foul,crowded,black,enlarging,paths,11,poisonous
conical,white,yes,fishy,close,buff,tapering,urban,14,edible
bell,red,no,almond,close,brown,enlarging,meadows,7,poisonous
flat,gray,no,none,distant,gray,tapering,grasses,10,edible
flat,brown,yes,pungent,crowded,chocolate,tapering,paths,8,edible
bell,gray,no,almond,close,buff,tapering,grasses,7,poisonous
knobbed,yellow,no,pungent,crowded,gray,tapering,grasses,6,poisonous
knobbed,white,yes,none,distant,brown,enlarging,woods,6,edible
bell,white,yes,fishy,distant,chocolate,enlarging,grasses,4,edible
bell,red,yes,fishy,close,buff,tapering,paths,1,edible
flat,brown,no,none,distant,chocolate,tapering,urban,10,poisonous
bell,yellow,no,foul,crowded,chocolate,enlarging,urban,11,poisonous
conical,brown,yes,fishy,crowded,black,tapering,urban,8,poisonous
knobbed,yellow,no,none,close,chocolate,tapering,meadows,6,poisonous
knobbed,white,no,fishy,close,black,enlarging,paths,4,edible
knobbed,red,yes,fishy,distant,buff,enlarging,urban,15,edible
sunken,white,no,none,distant,brown,enlarging,woods,3,edible
flat,white,no,none,close,brown,enlarging,paths,3,edible
sunken,white,yes,almond,crowded,buff,enlarging,meadows,6,poisonous
bell,yellow,yes,none,distant,chocolate,enlarging,woods,15,edible
sunken,white,no,pungent,crowded,chocolate,enlarging,paths,8,edible
knobbed,gray,no,foul,crowded,black,enlarging,urban,8,poisonous
bell,gray,yes,foul,distant,brown,enlarging,urban,5,edible
sunken,red,no,pungent,distant,gray,enlarging,meadows,14,poisonous
conical,yellow,no,fishy,distant,gray,tapering,paths,14,poisonous
flat,brown,yes,almond,close,black,enlarging,urban,12,poisonous
flat,yellow,yes,foul,distant,chocolate,enlarging,paths,4,edible
flat,yellow,no,none,close,chocolate,tapering,meadows,14,poisonous
bell,red,yes,none,distant,buff,tapering,meadows,3,poisonous
knobbed,yellow,yes,almond,crowded,gray,tapering,woods,13,edible
flat,gray,yes,fishy,close,gray,enlarging,paths,6,poisonous
flat,white,no,almond,crowded,buff,enlarging,woods,8,poisonous
knobbed,brown,no,pungent,close,gray,enlarging,meadows,15,poisonous
conical,yellow,no,pungent,distant,chocolate,enlarging,grasses,9,poisonous
conical,yellow,yes,fishy,crowded,gray,enlarging,urban,15,poisonous
sunken,brown,yes,pungent,distant,brown,tapering,meadows,13,edible
flat,yellow,no,almond,close,gray,enlarging,paths,1,edible
sunken,white,yes,foul,close,brown,enlarging,grasses,2,edible
flat,white,yes,pungent,close,brown,tapering,paths,10,poisonous
sunken,white,no,none,close,brown,tapering,grasses,6,edible
bell,yellow,no,pungent,distant,brown,enlarging,woods,9,poisonous
flat,brown,no,pungent,crowded,buff,tapering,paths,4,edible
sunken,red,no,pungent,crowded,buff,tapering,meadows,8,poisonous
bell,yellow,yes,almond,crowded,buff,enlarging,urban,9,edible
bell,gray,no,fishy,crowded,gray,enlarging,urban,7,edible
flat,white,no,fishy,crowded,gray,enlarging,urban,7,edible
bell,white,no,foul,close,chocolate,enlarging,meadows,6,poisonous
conical,red,yes,almond,close,brown,tapering,urban,8,poisonous
sunken,yellow,yes,pungent,distant,chocolate,enlarging,paths,11,poisonous
bell,red,yes,none,distant,buff,tapering,urban,15,edible
flat,brown,yes,pungent,close,buff,tapering,meadows,7,poisonous
conical,gray,yes,fishy,distant,black,tapering,paths,7,edible
flat,white,no,none,crowded,black,enlarging,woods,5,edible
sunken,yellow,yes,foul,crowded,chocolate,enlarging,woods,6,poisonous
knobbed,brown,yes,none,distant,chocolate,tapering,urban,1,edible
flat,gray,yes,almond,distant,buff,tapering,meadows,13,poisonous
conical,white,yes,foul,crowded,buff,enlarging,woods,14,poisonous
sunken,white,no,pungent,close,chocolate,enlarging,paths,1,poisonous
bell,brown,no,almond,close,buff,enlarging,paths,2,poisonous
conical,yellow,no,none,distant,brown,tapering,urban,5,edible
bell,white,yes,foul,crowded,buff,enlarging,woods,7,poisonous
sunken,white,yes,foul,distant,brown,enlarging,meadows,8,poisonous
sunken,brown,yes,none,distant,black,tapering,meadows,9,edible
flat,gray,no,pungent,crowded,chocolate,enlarging,grasses,7,poisonous
conical,white,no,pungent,close,black,enlarging,meadows,8,edible
bell,yellow,no,pungent,distant,gray,enlarging,meadows,2,poisonous
bell,gray,no,fishy,distant,black,tapering,meadows,3,poisonous
sunken,yellow,yes,none,distant,gray,enlarging,grasses,7,edible
bell,brown,no,fishy,close,black,tapering,meadows,1,poisonous
flat,brown,yes,foul,close,brown,tapering,urban,14,poisonous
conical,yellow,no,foul,close,gray,tapering,paths,12,poisonous
sunken,gray,yes,almond,close,chocolate,enlarging,woods,11,poisonous
knobbed,brown,no,none,crowded,buff,tapering,urban,15,edible
flat,white,yes,pungent,distant,chocolate,enlarging,meadows,2,poisonous
flat,brown,no,none,distant,black,tapering,grasses,1,edible
flat,gray,no,foul,distant,gray,enlarging,paths,8,poisonous
sunken,brown,no,none,distant,gray,enlarging,woods,14,edible
flat,yellow,yes,foul,close,gray,enlarging,paths,4,edible
knobbed,yellow,no,fishy,close,brown,tapering,woods,5,poisonous
flat,brown,no,none,crowded,buff,enlarging,grasses,15,poisonous
bell,red,yes,almond,close,buff,tapering,meadows,13,poisonous
knobbed,white,no,pungent,distant,gray,tapering,grasses,5,edible
flat,red,yes,fishy,crowded,chocolate,tapering,grasses,13,poisonous
knobbed,red,no,pungent,close,gray,tapering,woods,4,edible
bell,white,yes,foul,distant,buff,enlarging,urban,1,poisonous
bell,gray,yes,none,distant,black,tapering,paths,2,edible
knobbed,red,yes,foul,close,chocolate,enlarging,woods,1,edible
bell,white,yes,foul,crowded,gray,enlarging,paths,11,poisonous
bell,gray,no,pungent,crowded,brown,tapering,woods,13,poisonous
sunken,red,no,foul,crowded,brown,tapering,woods,8,poisonous
conical,gray,no,fishy,crowded,gray,enlarging,grasses,9,edible
flat,red,no,foul,distant,buff,tapering,paths,8,poisonous
knobbed,brown,no,almond,distant,gray,tapering,woods,13,poisonous
flat,gray,yes,pungent,crowded,buff,tapering,urban,15,edible
conical,white,yes,fishy,crowded,black,enlarging,urban,9,poisonous
flat,yellow,yes,pungent,distant,brown,enlarging,woods,8,edible
knobbed,gray,no,none,distant,brown,tapering,urban,3,poisonous
knobbed,gray,no,fishy,close,chocolate,tapering,meadows,15,poisonous
conical,yellow,no,almond,crowded,buff,enlarging,urban,11,poisonous
flat,gray,no,foul,crowded,brown,enlarging,grasses,7,poisonous
knobbed,brown,no,foul,close,black,tapering,paths,9,edible
sunken,yellow,no,pungent,crowded,buff,tapering,urban,12,edible
knobbed,white,yes,foul,distant,brown,enlarging,urban,5,edible
knobbed,yellow,yes,none,distant,chocolate,enlarging,grasses,3,edible
knobbed,white,yes,none,distant,brown,enlarging,grasses,6,poisonous
sunken,gray,yes,pungent,distant,gray,tapering,meadows,5,poisonous
knobbed,yellow,yes,pungent,crowded,buff,enlarging,meadows,3,poisonous
conical,red,no,fishy,close,gray,enlarging,paths,13,poisonous
flat,brown,yes,foul,crowded,gray,tapering,paths,13,edible
conical,white,yes,foul,distant,buff,enlarging,urban,10,edible
bell,white,yes,none,distant,black,enlarging,paths,7,poisonous
flat,red,yes,pungent,distant,chocolate,tapering,urban,10,edible
conical,gray,yes,none,close,buff,enlarging,meadows,13,poisonous
bell,white,no,pungent,close,chocolate,tapering,woods,2,poisonous
bell,red,yes,fishy,distant,black,enlarging,paths,5,edible
flat,gray,yes,fishy,distant,black,enlarging,paths,1,edible
conical,white,yes,almond,crowded,gray,tapering,grasses,14,poisonous
knobbed,yellow,no,fishy,distant,chocolate,enlarging,urban,11,edible
flat,white,yes,fishy,distant,buff,enlarging,woods,15,edible
flat,gray,no,fishy,crowded,black,enlarging,woods,11,edible
bell,white,yes,foul,distant,buff,tapering,meadows,7,poisonous
conical,brown,no,foul,crowded,buff,tapering,meadows,3,poisonous
conical,yellow,no,pungent,close,black,tapering,grasses,2,poisonous
sunken,white,yes,pungent,distant,gray,tapering,paths,11,poisonous
flat,white,yes,almond,distant,black,enlarging,urban,14,edible
bell,gray,no,pungent,distant,chocolate,enlarging,grasses,11,edible
flat,brown,no,none,close,gray,tapering,paths,12,edible
knobbed,gray,no,none,crowded,chocolate,enlarging,urban,1,poisonous
flat,brown,no,fishy,crowded,buff,tapering,meadows,15,poisonous
conical,white,no,fishy,close,black,tapering,urban,6,edible
bell,gray,yes,none,close,black,enlarging,urban,14,edible
bell,gray,no,foul,close,buff,enlarging,urban,9,edible
